local_index_1based,local_index_0based,neuron_id,celltype,side,additional_annotations,level_7_cluster,is_orn,is_left_orn,is_right_orn,is_mbon,is_left_mbon,is_right_mbon
254,253,9445876,LN,left,no official annotation,38,0,0,0,0,0,0
255,254,9447255,LN,left,LHN-6,32,0,0,0,0,0,0
256,255,9469519,MBON,right,MBON-b2,59,0,0,0,1,0,1
257,256,9525492,KC,right,KC,33,0,0,0,0,0,0
258,257,9531722,KC,right,KC,33,0,0,0,0,0,0
259,258,9556700,KC,right,KC,30,0,0,0,0,0,0
260,259,9589146,PN,left,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,22,0,0,0,0,0,0
261,260,9609048,KC,right,KC,30,0,0,0,0,0,0
262,261,9707941,KC,right,KC,49,0,0,0,0,0,0
263,262,9730873,KC,right,KC,42,0,0,0,0,0,0
264,263,9766793,KC,right,KC,30,0,0,0,0,0,0
265,264,9792178,LN,left,PL-4,38,0,0,0,0,0,0
266,265,9796812,KC,right,KC,30,0,0,0,0,0,0
267,266,9800178,LN,right,no official annotation,38,0,0,0,0,0,0
268,267,9808146,LN,right,no official annotation,28,0,0,0,0,0,0
269,268,9809626,KC,right,KC,33,0,0,0,0,0,0
270,269,9813188,KC,right,KC,33,0,0,0,0,0,0
271,270,9847388,KC,right,KC,42,0,0,0,0,0,0
272,271,9889095,KC,right,KC,33,0,0,0,0,0,0
273,272,9897223,KC,right,KC,34,0,0,0,0,0,0
274,273,9971209,LN,left,no official annotation,22,0,0,0,0,0,0
275,274,9983191,KC,left,KC,33,0,0,0,0,0,0
276,275,10056280,KC,right,KC,30,0,0,0,0,0,0
277,276,10160250,PN,right,mPN; Multiglomerular PN 5; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,0,0,0,0,0,0
278,277,10163418,MBON,right,MBON-a1,59,0,0,0,1,0,1
279,278,10167078,PN,right,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,32,0,0,0,0,0,0
280,279,10169396,KC,right,KC,49,0,0,0,0,0,0
281,280,10259967,KC,right,KC,42,0,0,0,0,0,0
282,281,10555409,LN,left,no official annotation,10,0,0,0,0,0,0
283,282,10831005,LN,right,no official annotation,10,0,0,0,0,0,0
284,283,10990803,PN,right,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,0,0,0,0,0,0
285,284,11003707,LN,left,no official annotation,53,0,0,0,0,0,0
286,285,11017761,MBON,left,MBON-p1; CN-61,82,0,0,0,1,1,0
287,286,11051276,LN,right,no official annotation,10,0,0,0,0,0,0
288,287,11135340,LN,left,no official annotation,41,0,0,0,0,0,0
