episode,return_raw,return_ema
1,20.845106470516416,20.845106470516416
2,91.62694350414118,24.384198322197655
3,22.085974408290788,24.269287126502313
4,7.174018492495884,23.414523694801993
5,21.992667072314426,23.343430863677614
6,31.82696148906787,23.767607394947124
7,50.82338139848112,25.120396095123823
8,21.70044652254929,24.949398616495095
9,6.810373204030558,24.042447345871867
10,26.91899132505374,24.18627454483096
11,358.1019580347915,40.88205871932899
12,115.58417094315327,44.617164330520204
13,25.354402589688075,43.6540262434786
14,19.010888030023665,42.42186933280585
15,17.99924593509255,41.20073816292018
16,106.6227993687527,44.471841223211804
17,36.82465862964557,44.08948209353349
18,49.46070741888211,44.35804335980092
19,36.400562180182895,43.96016930082001
20,18.377603994300525,42.68104103549404
21,30.07735145508287,42.050856556473484
22,17.64816991614543,40.83072222445708
23,90.73107434774248,43.325739830621345
24,20.06857173218179,42.16288142569937
25,54.91804584201161,42.80063964651498
26,52.82938565212831,43.302076946795644
27,60.73624441520392,44.173785320216055
28,79.73248175880167,45.951720142145334
29,61.351015519145186,46.72168491099532
30,14.980047070316859,45.13460301896139
31,26.651993190967662,44.210472527561706
32,7.479412661280278,42.373919534247634
33,112.6411857749863,45.88728284628457
34,24.88937998689255,44.83738770331497
35,25.91801297631479,43.891418966964956
36,76.80251151821498,45.53697359452745
37,8.904765921456043,43.70536321087388
38,14.457831734448524,42.24298663705261
39,57.65984990964518,43.01382980068223
40,18.265672943178963,41.77642195780707
41,100.76065438629652,44.72563357923154
42,14.368590898790426,43.20778144520948
43,62.52179392069339,44.17348206898367
44,40.76716129693278,44.003166030381124
45,48.679180171453055,44.23696673743471
46,60.7750724699189,45.06387202405892
47,23.93367222473437,44.007362034092694
48,38.37286440133445,43.72563715245478
49,38.89156823539219,43.483933706601654
50,47.958357742666415,43.70765490840488
51,5.1351703440285235,41.77903068018606
52,54.51935764762342,42.41604702855793
53,30.47930850859864,41.819210102559964
54,10.78095978842714,40.26729758685332
55,19.036676415521832,39.205766528286745
56,17.362138373347644,38.11358512053979
57,29.229921008919565,37.669401914958776
58,26.465102942787123,37.109186966350194
59,22.76646430113698,36.392050833089534
60,98.12618953665746,39.47875776826793
61,35.00880869684206,39.25526031469664
62,32.91032982855338,38.938013790389476
63,29.819629076352065,38.482094554687606
64,5.540161497994328,36.834997901852944
65,18.349010584581308,35.91069853598936
66,30.775065588623274,35.653916888621055
67,26.483970877147577,35.19541958804738
68,9.077649123412193,33.88953106481562
69,164.60888837276158,40.42549893021292
70,128.2888927795258,44.81866862267856
71,127.36629908919532,48.946050146004396
72,34.649550739902224,48.23122517569929
73,19.131919077401513,46.7762598707844
74,82.80641323056302,48.57776753877333
75,22.74917225672535,47.28633777467093
76,21.78369227307983,46.01120549959138
77,14.986550565781444,44.459972752900875
78,20.91667457695957,43.28280784410381
79,45.32787227609886,43.38506106570356
80,36.46583000249604,43.03909951254318
81,35.76310572271782,42.67529982305191
82,30.811421261888785,42.08210589499375
83,14.696905292255716,40.71284586485685
84,147.63569407759766,46.05898827549389
85,127.9066845935766,50.15137309139802
86,35.733024029405065,49.430455638298376
87,104.4968184504799,52.18377377890745
88,89.35219401078714,54.04219479050143
89,19.991371430697967,52.339653622511264
90,222.00710765783094,60.82302632427725
91,10.559957263870736,58.30987287125692
92,13.533324238420276,56.07104543961509
93,70.05247330497845,56.77011683288326
94,127.44257447745237,60.30373971511172
95,16.27740725386293,58.10242309204927
96,71.9341665240566,58.79401026364963
97,86.31037136821205,60.16982831887775
98,43.64404752156808,59.34353927901226
99,13.099568101336496,57.031340720128476
100,187.95670929312428,63.577609148778265
101,97.10963063298244,65.25421022298848
102,34.37233373522694,63.71011639860039
103,49.556959484308685,63.002458552885805
104,44.457480790943364,62.07520966478869
105,9.131150188870116,59.42800669099276
106,67.87333308764906,59.85027301082557
107,122.86944610965453,63.00123166576701
108,216.91823339422706,70.69708175219
109,79.27091127349058,71.12577322825503
110,124.11897284198831,73.77543320894169
111,27.021685840652378,71.43774584052723
112,68.24864608100346,71.27829085255104
113,114.61714564227881,73.44523359203743
114,197.73165072882514,79.6595544488768
115,104.18756660119448,80.88595505649268
116,27.857656024920534,78.23454010491407
117,38.779176317787304,76.26177191555773
118,88.96163094997999,76.89676486727885
119,82.54430704427317,77.17914197612855
120,206.4323434074303,83.64180204769363
121,65.83669814426865,82.75154685252237
122,220.65533724178758,89.64673637198563
123,117.18810669499568,91.02380488813613
124,53.86300028751651,89.16576465810515
125,197.67721809504124,94.59133732995195
126,127.3272657942681,96.22813375316775
127,123.14330473066758,97.57389230204274
128,24.89139676568405,93.9397675252248
129,238.86825574258808,101.18619193609295
130,271.7668607529253,109.71522537693457
131,221.65531382361976,115.31222979926883
132,27.548475639823184,110.92404209129654
133,117.78857635712362,111.2672688045879
134,12.324376020913311,106.32012416540417
135,96.07677321566908,105.80795661791741
136,50.66909239826625,103.05101340693486
137,7.050834706982008,98.25100447193722
138,78.37609861419851,97.25725917905028
139,49.97875446656322,94.89333394342592
140,203.24040725138852,100.31068760882404
141,46.65504812864916,97.62790563481529
142,317.1506571811607,108.60404321213257
143,211.9702223775986,113.77235217040587
144,254.59449232166025,120.81345917796858
145,175.18521780336857,123.53204710923858
146,167.37277604982293,125.72408355626779
147,140.4032384421115,126.45804130055997
148,180.2521066595303,129.14774456850847
149,75.72722569978528,126.47671862507231
150,123.97582324400223,126.35167385601879
151,182.56975218504246,129.16257777246997
152,83.34201363388755,126.87154956554085
153,320.3788141238713,136.54691279345738
154,74.69178953110972,133.45415663034
155,27.743702624430114,128.1686339300445
156,62.3512526060618,124.87776486384536
157,86.80537539951611,122.97414539062889
158,143.13502631777177,123.98218943698602
159,30.956146872673372,119.33088730877037
