episode,return_raw,return_ema
1,17.572704319535674,17.57270431953567
2,79.55816891903225,20.671977549510498
3,33.32953087353999,21.30485521571197
4,10.10669601318064,20.7449472555854
5,33.8655983623436,21.40097981092331
6,35.395216989710526,22.10069166986267
7,46.97025562564655,23.344169867651864
8,21.141766998221875,23.234049724180363
9,5.826578158753717,22.36367614590903
10,13.922243600923046,21.94160451865973
11,175.86629685668277,29.63783913556088
12,202.73727501670578,38.29281092961813
13,23.80037482078846,37.56818912417664
14,10.660834535864948,36.222821394761056
15,44.00110116856631,36.61173538345132
16,85.47637550282015,39.05496738941976
17,34.40544516067763,38.82249127798265
18,33.00031758777608,38.531382593472316
19,36.957764235291286,38.45270167556326
20,16.43836336181268,37.35198475987573
21,29.79039139818961,36.97390509179142
22,20.474933088989626,36.14895649165133
23,76.22706457817623,38.15286189597758
24,18.751379324923736,37.18278776742489
25,78.40135591094247,39.24371617460077
26,26.987689962569615,38.63091486399921
27,38.80061842320219,38.639400041959355
28,89.7691419172955,41.19588713572616
29,61.326643161109835,42.20242493699534
30,12.119990954466108,40.69830323786888
31,24.635926957452515,39.89518442384806
32,8.848712515233254,38.342860828417315
33,143.4057551113761,43.59600554256526
34,22.696446820206962,42.55102760644734
35,23.101343619954495,41.5785434071227
36,60.72424038158537,42.53582825584583
37,7.855156912773955,40.80179468869223
38,11.774221299222864,39.35041601921876
39,48.76954900379457,39.82137266844755
40,14.931770170378243,38.57689254354408
41,98.85307992226645,41.5907019124802
42,14.4724318976236,40.23478841173737
43,87.04676115329697,42.575387048815344
44,49.64304457241084,42.928769924995116
45,50.862072191150006,43.32543503830286
46,64.80087775564958,44.399207174170186
47,23.25752341444855,43.3421229861841
48,39.28304645172977,43.13916915946138
49,43.80903084798997,43.172662243887814
50,31.728065698292795,42.60043241660806
51,-1.292319864154345,40.405794802569936
52,50.72498749281689,40.921754437082285
53,46.03504727943785,41.177419079200064
54,18.491906783806286,40.04314346443037
55,18.408587471572286,38.96141566478747
56,8.325508777275251,37.42962032041186
57,24.13461841789181,36.764870225285854
58,17.712039566564624,35.81222869234979
59,26.439782329076266,35.343606374186116
60,73.40118621457349,37.246485366205484
61,38.75644269106169,37.3219832324483
62,28.96975900154238,36.904372020903
63,19.93618851328051,36.05596284552187
64,5.090017895540525,34.5076655980228
65,15.441632455237373,33.55436394088352
66,31.633313503904787,33.45831141903458
67,25.100384853312782,33.04041509074849
68,7.841080616458723,31.780448367034
69,108.82730913184773,35.63279140527469
70,70.11618544579592,37.35696110730075
71,74.22298468962995,39.20026228641721
72,24.43922749413812,38.462210546803256
73,13.66357442816571,37.222278740871374
74,58.24698873863591,38.2735142407596
75,29.611302993931744,37.84040367841821
76,13.65031978932679,36.63089948396364
77,6.1866622974843,35.10868762463967
78,12.882046107737786,33.99735554879457
79,44.5141222100953,34.52319388185961
80,14.057155048026592,33.499891940167956
81,16.48833667906829,32.64931417711297
82,13.334927683629132,31.683594852438777
83,10.177316338122571,30.608280926722962
84,108.04920830884136,34.480327295828886
85,83.72022020365458,36.94232194122017
86,20.48764752972403,36.11958822064536
87,47.90063711757912,36.70864066549205
88,46.45314267377013,37.19586576590595
89,21.132485398804782,36.392696747550886
90,68.64284030252712,38.005203925299696
91,9.205266089355948,36.5652070335025
92,8.676886230353306,35.170790993345044
93,41.3437813821759,35.47944051278658
94,60.149929717391615,36.71296497301683
95,15.708696687294724,35.662751558730726
96,30.726020822258963,35.41591502190714
97,76.94791391754288,37.49251496668893
98,19.808305000385047,36.60830446837374
99,10.481580353458092,35.30196826262795
100,164.70317634658267,41.77202866682569
101,103.5103766909778,44.85894606803329
102,37.79635815921478,44.50581667259237
103,33.51294656743055,43.95617316733427
104,13.58079611191692,42.4374043145634
105,7.639778762965773,40.69752303698352
106,28.296418541027613,40.07746781218572
107,57.04210162750826,40.92569950295185
108,106.81783962595581,44.220306509102045
109,48.45948307502585,44.432265337398235
110,67.04314665237146,45.56280940314689
111,14.037722027988318,43.986555034388964
112,34.594921886965686,43.5169733770178
113,74.49742613825697,45.065996015079754
114,53.69614304226038,45.49750336643878
115,101.17269605873001,48.28126300105334
116,8.15882551885979,46.27514112694366
117,14.84228986880154,44.70349856403655
118,32.102804777820985,44.07346387472577
119,45.296335583136965,44.13460746014632
120,120.926461656477,47.974200169962856
121,18.669416919211127,46.50896100742527
122,83.8359097735396,48.37530844573099
123,46.33835395970102,48.27346072142948
124,29.532763779579458,47.336425874336975
125,88.25210468614219,49.38220981492723
126,69.74110980647136,50.40015481450443
127,41.938247235615535,49.97705943555998
128,16.68461461362558,48.31243719446326
129,114.43275557413943,51.61845311344706
130,129.62275090052205,55.51866800280081
131,125.58881194259327,59.02217519979043
132,13.436969731779245,56.74291492638987
133,36.67238723077302,55.73938854160903
134,13.119647465646064,53.60840148781088
135,46.30349950519174,53.24315638867992
136,19.997335038200784,51.58086532115596
137,14.160756696968843,49.7098598899466
138,23.187940414508052,48.383763916174665
139,20.674332408599327,46.99829234079589
140,88.91679817327613,49.094217632419905
141,13.858651693880557,47.332439335492936
142,130.75609492565263,51.503622115000915
143,77.31574194628014,52.79422810656487
144,36.43111083901212,51.97607224318723
145,73.5368891294016,53.054113087497946
146,98.57562934175155,55.33018890021063
147,45.28899505697998,54.82812920804909
148,34.636499694967654,53.81854773239502
149,13.47412770779613,51.80132673116507
150,36.62634022871118,51.04257740604237
151,45.33468790416756,50.75718293094863
152,19.7345087845103,49.206049223626714
153,134.80165500601174,53.485829512745966
154,19.333505721965903,51.778213323206955
155,13.438260978697759,49.86121570598149
156,22.3300295864659,48.48465640000571
157,34.17627046873084,47.76923710344197
158,31.23590556948342,46.942570526744035
159,10.849018230482715,45.13789291193097
160,61.09993210045609,45.935994871357224
161,20.18076721902407,44.648233488740566
162,35.242148211657025,44.177929224886384
163,15.060683886376577,42.72206695796089
164,15.660858443005473,41.36900653221312
165,72.89273868292786,42.94519313974885
166,12.369527071204049,41.41640983632161
167,67.96858977031316,42.74401883302119
168,25.84773301483829,41.899204542112045
169,44.46628907621813,42.02755876881735
170,32.24994313566593,41.53867798715978
171,27.753758136223148,40.84943199461295
172,192.12943015353125,48.41343190255887
173,13.869584087557094,46.68623951180877
174,14.617771993785276,45.0828161359076
175,15.803556966480297,43.61885317743623
176,11.403091113165127,42.00806507422267
177,27.249064817250552,41.270115061374064
178,14.318089605270503,39.922513788568885
179,47.78338561739171,40.31555738001003
180,47.47240908995549,40.6733999655073
181,16.593420997685183,39.4694010171162
182,48.41138277865785,39.91650010519328
183,34.080793760865745,39.6247147879769
184,26.194731122529365,38.95321560470452
185,39.59443167445771,38.98527640819218
186,25.27246130420102,38.29963565299261
187,15.194439212601772,37.14437583097307
188,145.1957350522673,42.54694379203778
189,47.309774245464645,42.78508531470912
190,23.31533256922413,41.81159767743487
191,150.91222025169833,47.266628806148034
192,18.718965610564506,45.83924564636885
193,29.216465470868027,45.00810663759381
194,21.130383576489486,43.814220484538595
195,38.54094661440146,43.55055679103174
196,44.81803157426395,43.61393053019335
197,143.43117858870707,48.604792933119036
198,22.685858202080734,47.30884619656712
199,85.08557607801656,49.19768269063958
200,170.02750136643658,55.23917362442943
201,32.24474399256048,54.08945214283598
202,102.35736138007033,56.50284760469769
203,49.99109677591393,56.1772600632585
204,88.5887824978719,57.79783618498917
205,17.78497287174322,55.79719301932687
206,49.375698566686445,55.47611829669484
207,10.975741611671385,53.25109946244367
208,93.62030306928874,55.26955964278592
209,45.51989376395504,54.78207634884437
210,48.89266796366946,54.48760592958563
211,83.16801459785049,55.92162636299887
212,54.6644682267113,55.85876845618449
213,16.324405035708793,53.8820502851607
